<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.07.16	03:00:00	1241.12	1242.71	1240.90	1242.35	2745	0	21
2018.07.16	04:00:00	1242.34	1244.44	1242.19	1242.97	4719	0	21
2018.07.16	05:00:00	1242.96	1243.38	1241.48	1242.47	4179	0	21
2018.07.16	06:00:00	1242.47	1243.91	1242.29	1243.36	2698	0	21
2018.07.16	07:00:00	1243.37	1244.02	1243.00	1243.94	1558	0	21
2018.07.16	08:00:00	1243.93	1245.54	1243.93	1244.95	3816	0	21
2018.07.16	09:00:00	1244.95	1245.30	1243.57	1243.82	6200	0	21
2018.07.16	10:00:00	1243.84	1244.05	1241.83	1242.82	6112	0	21
2018.07.16	11:00:00	1242.84	1244.39	1242.69	1243.86	4856	0	21
2018.07.16	12:00:00	1243.85	1244.90	1243.68	1244.14	4670	0	21
2018.07.16	13:00:00	1244.15	1244.26	1243.02	1244.23	3627	0	21
2018.07.16	14:00:00	1244.23	1244.91	1243.21	1243.58	4154	0	21
2018.07.16	15:00:00	1243.64	1244.09	1241.11	1242.01	5730	0	21
2018.07.16	16:00:00	1242.03	1242.66	1240.07	1241.29	7295	0	21
2018.07.16	17:00:00	1241.29	1241.67	1239.55	1239.95	8416	0	21
2018.07.16	18:00:00	1239.94	1240.41	1238.32	1239.59	6809	0	21
2018.07.16	19:00:00	1239.60	1240.13	1238.29	1238.89	5400	0	21
2018.07.16	20:00:00	1238.90	1240.82	1238.57	1240.37	4376	0	21
2018.07.16	21:00:00	1240.37	1240.81	1239.72	1240.01	3113	0	21
2018.07.16	22:00:00	1240.01	1241.19	1239.90	1241.11	2963	0	21
2018.07.16	23:00:00	1241.12	1241.32	1240.56	1240.66	1781	0	21
2018.07.17	01:00:00	1240.66	1240.89	1240.16	1240.50	1540	0	21
2018.07.17	02:00:00	1240.52	1240.71	1240.08	1240.67	2002	0	21
2018.07.17	03:00:00	1240.67	1240.98	1238.88	1239.19	4718	0	21
2018.07.17	04:00:00	1239.20	1240.16	1237.50	1239.88	6393	0	21
2018.07.17	05:00:00	1239.85	1241.26	1239.71	1240.46	4449	0	21
2018.07.17	06:00:00	1240.45	1241.62	1240.44	1241.53	3820	0	21
2018.07.17	07:00:00	1241.52	1241.74	1240.96	1241.32	3160	0	21
2018.07.17	08:00:00	1241.32	1241.77	1240.81	1241.08	3471	0	21
2018.07.17	09:00:00	1241.09	1243.01	1240.46	1242.91	6147	0	21
2018.07.17	10:00:00	1242.88	1244.40	1242.68	1243.87	5908	0	21
2018.07.17	11:00:00	1243.87	1244.80	1243.78	1244.64	4818	0	21
2018.07.17	12:00:00	1244.66	1244.96	1242.97	1243.18	4460	0	21
2018.07.17	13:00:00	1243.18	1243.48	1241.62	1241.84	4695	0	21
2018.07.17	14:00:00	1241.86	1242.14	1239.65	1240.00	5202	0	21
2018.07.17	15:00:00	1240.00	1241.12	1238.57	1239.10	7279	0	21
2018.07.17	16:00:00	1239.12	1239.36	1230.38	1231.78	11033	0	21
2018.07.17	17:00:00	1231.78	1234.51	1226.05	1226.73	12870	0	21
2018.07.17	18:00:00	1226.73	1229.40	1226.60	1227.47	8353	0	21
2018.07.17	19:00:00	1227.48	1228.56	1226.50	1226.77	6520	0	21
2018.07.17	20:00:00	1226.73	1228.76	1226.38	1228.48	6858	0	21
2018.07.17	21:00:00	1228.46	1228.81	1227.70	1228.45	3711	0	21
2018.07.17	22:00:00	1228.45	1228.63	1227.45	1227.71	3299	0	21
2018.07.17	23:00:00	1227.71	1228.36	1227.00	1227.42	2020	0	21
2018.07.18	01:00:00	1227.42	1228.30	1226.70	1228.00	1637	0	21
2018.07.18	02:00:00	1227.99	1228.07	1226.67	1227.16	3110	0	21
2018.07.18	03:00:00	1227.16	1227.91	1226.55	1227.90	4133	0	21
2018.07.18	04:00:00	1227.90	1229.10	1227.44	1228.28	3992	0	21
2018.07.18	05:00:00	1228.28	1229.02	1227.75	1228.32	2548	0	21
2018.07.18	06:00:00	1228.34	1228.34	1227.40	1227.71	2593	0	21
2018.07.18	07:00:00	1227.72	1227.72	1226.56	1227.01	3191	0	21
2018.07.18	08:00:00	1227.06	1227.42	1224.32	1224.72	6052	0	21
2018.07.18	09:00:00	1224.73	1224.82	1222.31	1224.41	8100	0	21
2018.07.18	10:00:00	1224.34	1224.87	1222.96	1223.62	6090	0	21
2018.07.18	11:00:00	1223.62	1223.82	1221.02	1222.47	7086	0	21
2018.07.18	12:00:00	1222.42	1223.50	1222.07	1223.14	5382	0	21
2018.07.18	13:00:00	1223.12	1223.79	1222.46	1223.00	4491	0	21
2018.07.18	14:00:00	1222.99	1223.90	1222.11	1222.67	5073	0	21
2018.07.18	15:00:00	1222.72	1225.40	1222.13	1225.10	7306	0	21
2018.07.18	16:00:00	1225.11	1225.68	1223.96	1224.30	7634	0	21
2018.07.18	17:00:00	1224.28	1224.55	1222.83	1224.35	7099	0	21
2018.07.18	18:00:00	1224.33	1227.44	1224.20	1225.95	6090	0	21
2018.07.18	19:00:00	1225.99	1227.31	1225.75	1226.67	5344	0	21
2018.07.18	20:00:00	1226.67	1228.41	1226.63	1227.69	4252	0	21
2018.07.18	21:00:00	1227.66	1227.92	1227.14	1227.43	3046	0	21
2018.07.18	22:00:00	1227.42	1227.96	1226.85	1227.68	3032	0	21
2018.07.18	23:00:00	1227.67	1227.85	1227.15	1227.15	1611	0	21
2018.07.19	01:00:00	1227.15	1227.63	1226.34	1226.51	1516	0	21
2018.07.19	02:00:00	1226.52	1227.47	1226.31	1227.33	2122	0	21
2018.07.19	03:00:00	1227.34	1228.45	1227.26	1227.28	4362	0	21
2018.07.19	04:00:00	1227.29	1227.63	1223.80	1224.98	6705	0	21
2018.07.19	05:00:00	1224.97	1225.39	1224.20	1224.69	4383	0	21
2018.07.19	06:00:00	1224.69	1225.61	1223.50	1224.94	4000	0	21
2018.07.19	07:00:00	1224.94	1225.32	1224.16	1224.71	3241	0	21
2018.07.19	08:00:00	1224.70	1224.91	1222.67	1223.25	4269	0	21
2018.07.19	09:00:00	1223.26	1224.18	1222.58	1223.94	6791	0	21
2018.07.19	10:00:00	1223.94	1223.94	1217.96	1218.68	8125	0	21
2018.07.19	11:00:00	1218.71	1220.03	1217.49	1218.49	7646	0	21
2018.07.19	12:00:00	1218.50	1218.97	1216.25	1217.24	6832	0	21
2018.07.19	13:00:00	1217.23	1217.38	1215.34	1215.77	5795	0	21
2018.07.19	14:00:00	1215.79	1217.30	1214.80	1215.86	6648	0	21
2018.07.19	15:00:00	1215.84	1216.64	1211.50	1214.14	9603	0	21
2018.07.19	16:00:00	1214.13	1218.54	1213.92	1216.91	9601	0	21
2018.07.19	17:00:00	1216.95	1218.51	1216.14	1217.68	9037	0	21
2018.07.19	18:00:00	1217.67	1217.75	1215.97	1216.12	7162	0	21
2018.07.19	19:00:00	1216.14	1217.46	1216.14	1216.44	5763	0	21
2018.07.19	20:00:00	1216.44	1229.47	1216.04	1225.94	15579	0	21
2018.07.19	21:00:00	1225.93	1227.42	1222.16	1222.52	8895	0	21
2018.07.19	22:00:00	1222.51	1223.15	1221.68	1222.65	5531	0	21
2018.07.19	23:00:00	1222.65	1223.75	1222.16	1222.70	2515	0	21
2018.07.20	01:00:00	1222.70	1224.04	1222.70	1223.07	2229	0	21
2018.07.20	02:00:00	1223.06	1223.58	1222.46	1223.44	2861	0	21
2018.07.20	03:00:00	1223.45	1224.07	1221.59	1221.99	6224	0	21
2018.07.20	04:00:00	1222.00	1223.83	1215.65	1217.23	10603	0	21
2018.07.20	05:00:00	1217.24	1219.46	1216.93	1218.38	9226	0	21
2018.07.20	06:00:00	1218.37	1218.91	1217.38	1218.82	5879	0	21
2018.07.20	07:00:00	1218.82	1222.04	1218.61	1221.84	4657	0	21
2018.07.20	08:00:00	1221.84	1222.90	1220.99	1222.13	6430	0	21
2018.07.20	09:00:00	1222.10	1223.81	1221.18	1223.45	8041	0	21
2018.07.20	10:00:00	1223.44	1224.59	1222.17	1223.27	7231	0	21
2018.07.20	11:00:00	1223.27	1224.72	1222.61	1222.61	5638	0	21
2018.07.20	12:00:00	1222.61	1225.77	1222.48	1225.50	5872	0	21
2018.07.20	13:00:00	1225.53	1226.68	1223.22	1224.26	8719	0	21
2018.07.20	14:00:00	1224.23	1224.89	1223.15	1224.68	5906	0	21
2018.07.20	15:00:00	1224.67	1230.02	1223.78	1229.90	10849	0	21
2018.07.20	16:00:00	1229.81	1232.07	1227.29	1229.36	12944	0	21
2018.07.20	17:00:00	1229.27	1230.64	1228.12	1228.44	10051	0	21
2018.07.20	18:00:00	1228.43	1229.46	1227.75	1229.03	7289	0	21
2018.07.20	19:00:00	1229.05	1230.13	1228.77	1229.51	5187	0	21
2018.07.20	20:00:00	1229.47	1231.51	1228.94	1230.54	5579	0	21
2018.07.20	21:00:00	1230.51	1232.21	1229.39	1230.03	5161	0	21
2018.07.20	22:00:00	1230.02	1230.61	1229.25	1230.59	3945	0	21
2018.07.20	23:00:00	1230.68	1231.77	1230.59	1231.62	2169	0	21
2018.07.23	01:00:00	1231.31	1231.95	1230.22	1231.89	2487	0	21
2018.07.23	02:00:00	1231.90	1233.34	1231.51	1232.84	4515	0	21
2018.07.23	03:00:00	1232.83	1235.08	1231.50	1234.04	6594	0	21
2018.07.23	04:00:00	1234.05	1234.99	1231.21	1233.06	8247	0	21
2018.07.23	05:00:00	1233.07	1233.33	1231.56	1231.75	4768	0	21
2018.07.23	06:00:00	1231.72	1232.49	1231.55	1232.35	4159	0	21
2018.07.23	07:00:00	1232.35	1232.50	1231.28	1231.74	3024	0	21
2018.07.23	08:00:00	1231.73	1232.72	1229.78	1229.99	4890	0	21
2018.07.23	09:00:00	1230.10	1231.37	1229.37	1229.80	7535	0	21
2018.07.23	10:00:00	1229.70	1231.03	1228.70	1230.92	7005	0	21
2018.07.23	11:00:00	1230.93	1231.45	1228.12	1228.44	5670	0	21
2018.07.23	12:00:00	1228.43	1229.25	1227.98	1228.87	5936	0	21
2018.07.23	13:00:00	1228.87	1230.70	1228.79	1230.65	4593	0	21
2018.07.23	14:00:00	1230.63	1232.56	1229.61	1231.39	5777	0	21
2018.07.23	15:00:00	1231.36	1231.81	1226.12	1226.38	7236	0	21
2018.07.23	16:00:00	1226.40	1227.96	1224.24	1225.19	9759	0	21
2018.07.23	17:00:00	1225.19	1225.99	1223.94	1224.88	9129	0	21
2018.07.23	18:00:00	1224.87	1225.73	1223.82	1225.06	7229	0	21
2018.07.23	19:00:00	1225.05	1225.30	1222.29	1223.61	6438	0	21
2018.07.23	20:00:00	1223.62	1226.17	1223.58	1225.00	5495	0	21
2018.07.23	21:00:00	1224.99	1225.36	1223.87	1223.95	3844	0	21
2018.07.23	22:00:00	1224.02	1225.29	1223.61	1224.90	2915	0	21
2018.07.23	23:00:00	1224.89	1224.98	1224.01	1224.23	1952	0	21
2018.07.24	01:00:00	1224.23	1225.10	1224.08	1224.71	1447	0	21
2018.07.24	02:00:00	1224.70	1224.86	1223.46	1224.21	2627	0	21
2018.07.24	03:00:00	1224.21	1224.81	1222.34	1223.30	5753	0	21
2018.07.24	04:00:00	1223.30	1223.93	1220.40	1223.50	7000	0	21
2018.07.24	05:00:00	1223.52	1224.28	1222.30	1223.12	4278	0	21
2018.07.24	06:00:00	1223.10	1223.49	1221.75	1221.86	3752	0	21
2018.07.24	07:00:00	1221.85	1221.93	1218.11	1219.07	4233	0	21
2018.07.24	08:00:00	1219.09	1220.90	1218.64	1220.55	4302	0	21
2018.07.24	09:00:00	1220.55	1220.67	1218.88	1219.31	6537	0	21
2018.07.24	10:00:00	1219.32	1225.49	1219.31	1224.13	8699	0	21
2018.07.24	11:00:00	1224.12	1224.68	1223.10	1223.74	5329	0	21
2018.07.24	12:00:00	1223.73	1224.97	1223.73	1224.92	4690	0	21
2018.07.24	13:00:00	1224.92	1227.27	1224.63	1226.93	6406	0	21
2018.07.24	14:00:00	1226.92	1228.13	1225.86	1227.82	5743	0	21
2018.07.24	15:00:00	1227.80	1227.89	1224.78	1225.24	7220	0	21
2018.07.24	16:00:00	1225.25	1229.10	1224.65	1228.29	9361	0	21
2018.07.24	17:00:00	1228.29	1229.45	1227.66	1228.35	8032	0	21
2018.07.24	18:00:00	1228.36	1228.78	1224.21	1224.35	8552	0	21
2018.07.24	19:00:00	1224.30	1225.59	1224.14	1225.22	5328	0	21
2018.07.24	20:00:00	1225.17	1226.25	1224.58	1225.44	4819	0	21
2018.07.24	21:00:00	1225.44	1225.54	1224.42	1224.42	4008	0	21
2018.07.24	22:00:00	1224.43	1225.24	1223.93	1225.17	2495	0	21
2018.07.24	23:00:00	1225.18	1225.34	1224.19	1224.29	1422	0	21
2018.07.25	01:00:00	1224.29	1224.93	1223.82	1224.79	1185	0	21
2018.07.25	02:00:00	1224.80	1225.60	1224.80	1225.13	1898	0	21
2018.07.25	03:00:00	1225.13	1226.72	1224.69	1225.78	4146	0	21
2018.07.25	04:00:00	1225.78	1227.37	1224.60	1225.60	5777	0	21
2018.07.25	05:00:00	1225.69	1226.09	1224.54	1224.92	4149	0	21
2018.07.25	06:00:00	1224.93	1224.95	1223.23	1224.12	3923	0	21
2018.07.25	07:00:00	1224.12	1224.37	1223.57	1224.12	2618	0	21
2018.07.25	08:00:00	1224.12	1227.17	1224.09	1226.38	4300	0	21
2018.07.25	09:00:00	1226.37	1228.01	1225.59	1227.46	6039	0	21
2018.07.25	10:00:00	1227.44	1227.62	1225.68	1226.14	5517	0	21
2018.07.25	11:00:00	1226.13	1228.99	1225.50	1228.46	6226	0	21
2018.07.25	12:00:00	1228.45	1231.84	1228.35	1230.97	6410	0	21
2018.07.25	13:00:00	1230.95	1231.37	1229.86	1230.41	4704	0	21
2018.07.25	14:00:00	1230.41	1233.08	1230.01	1232.19	5445	0	21
2018.07.25	15:00:00	1232.19	1233.07	1231.10	1232.38	6537	0	21
2018.07.25	16:00:00	1232.38	1234.10	1230.75	1231.49	8416	0	21
2018.07.25	17:00:00	1231.51	1232.00	1228.16	1229.04	10211	0	21
2018.07.25	18:00:00	1229.10	1229.56	1227.76	1228.41	8724	0	21
2018.07.25	19:00:00	1228.42	1229.50	1228.04	1228.95	5902	0	21
2018.07.25	20:00:00	1228.94	1232.67	1228.68	1232.15	7461	0	21
2018.07.25	21:00:00	1232.16	1233.22	1231.63	1232.09	5501	0	21
2018.07.25	22:00:00	1232.07	1232.74	1230.60	1231.99	6344	0	21
2018.07.25	23:00:00	1232.06	1232.37	1231.07	1231.36	3935	0	21
2018.07.26	01:00:00	1231.36	1232.53	1230.78	1231.86	2117	0	21
2018.07.26	02:00:00	1231.84	1233.20	1231.84	1233.05	3029	0	21
2018.07.26	03:00:00	1233.06	1233.64	1232.24	1233.26	4588	0	21
2018.07.26	04:00:00	1233.26	1235.17	1232.64	1233.33	5651	0	21
2018.07.26	05:00:00	1233.34	1233.34	1231.16	1232.02	4789	0	21
2018.07.26	06:00:00	1232.03	1232.79	1230.90	1231.26	3044	0	21
2018.07.26	07:00:00	1231.27	1231.73	1230.42	1231.57	2612	0	21
2018.07.26	08:00:00	1231.57	1231.57	1229.23	1229.76	5084	0	21
2018.07.26	09:00:00	1229.76	1230.21	1228.70	1229.69	7746	0	21
2018.07.26	10:00:00	1229.68	1230.33	1226.89	1227.88	6320	0	21
2018.07.26	11:00:00	1227.86	1228.64	1226.75	1228.14	5290	0	21
2018.07.26	12:00:00	1228.14	1229.02	1227.08	1228.29	5248	0	21
2018.07.26	13:00:00	1228.24	1228.60	1227.76	1228.38	3438	0	21
2018.07.26	14:00:00	1228.36	1228.66	1227.20	1228.01	4806	0	21
2018.07.26	15:00:00	1228.01	1230.52	1226.65	1226.82	10216	0	21
2018.07.26	16:00:00	1226.84	1230.25	1226.37	1228.24	10137	0	21
2018.07.26	17:00:00	1228.25	1228.60	1225.65	1226.45	9585	0	21
2018.07.26	18:00:00	1226.44	1228.00	1226.17	1226.26	7651	0	21
2018.07.26	19:00:00	1226.26	1227.07	1225.94	1226.85	5090	0	21
2018.07.26	20:00:00	1226.84	1226.98	1225.06	1225.24	4824	0	21
2018.07.26	21:00:00	1225.23	1225.27	1222.47	1223.43	4261	0	21
2018.07.26	22:00:00	1223.43	1224.02	1222.31	1222.71	3828	0	21
2018.07.26	23:00:00	1222.71	1223.22	1222.22	1222.27	2226	0	21
2018.07.27	01:00:00	1222.27	1224.02	1222.27	1223.29	1548	0	21
2018.07.27	02:00:00	1223.30	1224.29	1223.15	1224.11	2102	0	21
2018.07.27	03:00:00	1224.09	1224.30	1222.82	1223.33	3906	0	21
2018.07.27	04:00:00	1223.32	1224.53	1222.09	1222.59	5884	0	21
2018.07.27	05:00:00	1222.59	1224.47	1222.09	1224.31	4213	0	21
2018.07.27	06:00:00	1224.30	1224.70	1223.34	1223.78	2940	0	21
2018.07.27	07:00:00	1223.79	1224.64	1223.79	1224.45	2383	0	21
2018.07.27	08:00:00	1224.44	1224.57	1223.15	1224.31	4172	0	21
2018.07.27	09:00:00	1224.31	1224.45	1222.65	1223.63	5504	0	21
2018.07.27	10:00:00	1223.60	1225.32	1223.40	1224.17	5639	0	21
2018.07.27	11:00:00	1224.16	1224.20	1218.49	1219.22	6918	0	21
2018.07.27	12:00:00	1219.19	1219.80	1218.36	1218.54	4783	0	21
2018.07.27	13:00:00	1218.54	1219.49	1217.50	1218.92	4433	0	21
2018.07.27	14:00:00	1218.91	1220.58	1218.69	1219.40	4109	0	21
2018.07.27	15:00:00	1219.40	1223.70	1218.80	1223.22	9350	0	21
2018.07.27	16:00:00	1223.16	1225.02	1222.33	1224.86	9581	0	21
2018.07.27	17:00:00	1224.84	1225.78	1223.85	1224.87	9248	0	21
2018.07.27	18:00:00	1224.88	1227.28	1223.73	1226.52	6942	0	21
2018.07.27	19:00:00	1226.50	1226.97	1225.63	1226.02	5506	0	21
2018.07.27	20:00:00	1225.98	1226.27	1223.39	1224.68	4867	0	21
2018.07.27	21:00:00	1224.69	1224.80	1222.89	1222.91	3256	0	21
2018.07.27	22:00:00	1222.94	1223.60	1222.38	1223.09	3370	0	21
2018.07.27	23:00:00	1223.12	1223.64	1221.70	1223.01	1527	0	21
2018.07.30	01:00:00	1222.44	1223.78	1222.44	1223.11	1274	0	21
2018.07.30	02:00:00	1223.10	1223.60	1222.03	1222.46	2073	0	21
2018.07.30	03:00:00	1222.44	1223.94	1222.27	1222.68	3299	0	21
2018.07.30	04:00:00	1222.69	1223.57	1221.02	1221.93	4529	0	21
2018.07.30	05:00:00	1221.92	1221.98	1219.18	1219.78	4354	0	21
2018.07.30	06:00:00	1219.79	1220.73	1219.56	1220.23	3396	0	21
2018.07.30	07:00:00	1220.21	1220.81	1219.46	1220.51	2298	0	21
2018.07.30	08:00:00	1220.51	1221.24	1219.69	1221.11	3894	0	21
2018.07.30	09:00:00	1221.07	1221.15	1218.97	1219.98	4151	0	21
2018.07.30	10:00:00	1220.08	1222.27	1219.18	1222.06	5781	0	21
2018.07.30	11:00:00	1222.06	1222.39	1221.13	1221.86	4457	0	21
2018.07.30	12:00:00	1221.85	1222.67	1221.46	1222.20	4625	0	21
2018.07.30	13:00:00	1222.18	1222.74	1221.22	1221.46	3682	0	21
2018.07.30	14:00:00	1221.46	1223.57	1221.43	1222.04	4485	0	21
2018.07.30	15:00:00	1222.03	1223.31	1221.00	1223.15	5139	0	21
2018.07.30	16:00:00	1223.14	1224.56	1222.46	1224.34	6990	0	21
2018.07.30	17:00:00	1224.29	1225.04	1223.49	1224.50	7152	0	21
2018.07.30	18:00:00	1224.47	1224.75	1223.50	1223.54	5232	0	21
2018.07.30	19:00:00	1223.55	1223.69	1222.15	1223.47	4585	0	21
2018.07.30	20:00:00	1223.49	1223.54	1222.27	1222.88	3378	0	21
2018.07.30	21:00:00	1222.88	1223.04	1222.17	1222.37	2498	0	21
2018.07.30	22:00:00	1222.37	1222.78	1221.21	1221.22	2917	0	21
2018.07.30	23:00:00	1221.24	1221.80	1221.19	1221.44	1696	0	21
2018.07.31	01:00:00	1221.44	1222.24	1221.22	1221.84	1207	0	21
2018.07.31	02:00:00	1221.85	1222.59	1221.83	1222.50	1393	0	21
2018.07.31	03:00:00	1222.50	1223.31	1221.48	1222.41	4270	0	21
2018.07.31	04:00:00	1222.42	1222.42	1220.58	1222.10	4862	0	21
2018.07.31	05:00:00	1222.10	1222.28	1220.31	1221.03	5153	0	21
2018.07.31	06:00:00	1221.03	1221.58	1220.38	1221.23	3190	0	21
2018.07.31	07:00:00	1221.23	1222.67	1219.54	1222.55	9124	0	21
2018.07.31	08:00:00	1222.62	1222.77	1221.65	1222.17	3982	0	21
2018.07.31	09:00:00	1222.14	1222.31	1220.64	1222.18	7241	0	21
2018.07.31	10:00:00	1222.16	1222.58	1218.05	1218.66	7200	0	21
2018.07.31	11:00:00	1218.60	1219.48	1218.24	1219.20	6102	0	21
2018.07.31	12:00:00	1219.19	1219.31	1218.33	1218.61	4620	0	21
2018.07.31	13:00:00	1218.59	1218.93	1217.57	1218.53	4565	0	21
2018.07.31	14:00:00	1218.53	1220.86	1218.43	1220.22	5284	0	21
2018.07.31	15:00:00	1220.23	1224.88	1218.79	1219.07	7028	0	21
2018.07.31	16:00:00	1219.04	1222.92	1213.93	1221.17	13252	0	21
2018.07.31	17:00:00	1221.10	1222.93	1220.01	1221.33	10062	0	21
2018.07.31	18:00:00	1221.34	1224.42	1221.06	1223.94	8290	0	21
2018.07.31	19:00:00	1223.93	1228.52	1223.49	1225.98	6744	0	21
2018.07.31	20:00:00	1225.99	1226.05	1223.50	1224.59	5373	0	21
2018.07.31	21:00:00	1224.60	1225.62	1224.55	1225.33	3464	0	21
2018.07.31	22:00:00	1225.33	1225.37	1224.17	1224.57	3145	0	21
2018.07.31	23:00:00	1224.56	1224.80	1223.40	1223.75	1864	0	21
2018.08.01	01:00:00	1223.75	1224.78	1223.32	1223.53	2046	0	21
2018.08.01	02:00:00	1223.51	1224.50	1223.27	1223.89	3172	0	21
2018.08.01	03:00:00	1223.88	1224.72	1222.90	1223.03	4014	0	21
2018.08.01	04:00:00	1223.06	1223.79	1220.94	1223.42	5939	0	21
2018.08.01	05:00:00	1223.44	1224.39	1222.13	1222.29	4488	0	21
2018.08.01	06:00:00	1222.28	1222.96	1221.43	1221.77	4064	0	21
2018.08.01	07:00:00	1221.78	1221.92	1220.60	1220.80	3225	0	21
2018.08.01	08:00:00	1220.80	1221.81	1220.14	1220.57	4226	0	21
2018.08.01	09:00:00	1220.54	1221.99	1219.89	1221.24	5317	0	21
2018.08.01	10:00:00	1221.22	1221.95	1220.35	1221.22	5785	0	21
2018.08.01	11:00:00	1221.23	1224.65	1221.18	1223.20	5976	0	21
2018.08.01	12:00:00	1223.21	1223.28	1221.82	1222.45	4141	0	21
2018.08.01	13:00:00	1222.45	1223.74	1222.45	1223.60	3984	0	21
2018.08.01	14:00:00	1223.57	1223.78	1222.04	1222.37	4497	0	21
2018.08.01	15:00:00	1222.36	1223.50	1221.05	1221.52	7590	0	21
2018.08.01	16:00:00	1221.53	1222.48	1218.62	1218.95	8444	0	21
2018.08.01	17:00:00	1219.33	1219.85	1217.24	1217.36	9031	0	21
2018.08.01	18:00:00	1217.34	1219.66	1216.55	1218.97	7393	0	21
2018.08.01	19:00:00	1218.97	1219.28	1217.97	1218.24	5575	0	21
2018.08.01	20:00:00	1218.23	1219.91	1218.06	1219.37	4435	0	21
2018.08.01	21:00:00	1219.33	1221.86	1217.74	1217.96	7776	0	21
2018.08.01	22:00:00	1217.92	1218.54	1215.78	1216.16	3755	0	21
2018.08.01	23:00:00	1216.15	1216.76	1215.70	1215.76	2416	0	21
2018.08.02	01:00:00	1215.76	1217.36	1215.54	1217.02	1514	0	21
2018.08.02	02:00:00	1217.01	1218.00	1216.95	1217.80	1802	0	21
2018.08.02	03:00:00	1217.81	1218.52	1217.06	1218.50	2491	0	21
2018.08.02	04:00:00	1218.46	1220.76	1218.43	1220.14	4558	0	21
2018.08.02	05:00:00	1220.13	1221.06	1219.02	1219.05	4225	0	21
2018.08.02	06:00:00	1219.08	1220.23	1218.63	1219.57	3472	0	21
2018.08.02	07:00:00	1219.56	1219.63	1218.21	1218.49	3666	0	21
2018.08.02	08:00:00	1218.48	1219.68	1217.83	1219.66	4500	0	21
2018.08.02	09:00:00	1219.63	1220.48	1218.16	1218.20	5782	0	21
2018.08.02	10:00:00	1218.25	1218.66	1217.06	1217.41	6366	0	21
2018.08.02	11:00:00	1217.42	1218.30	1216.77	1217.81	4909	0	21
2018.08.02	12:00:00	1217.80	1217.92	1215.20	1215.80	5767	0	21
2018.08.02	13:00:00	1215.82	1216.71	1215.01	1216.18	4835	0	21
2018.08.02	14:00:00	1216.27	1216.50	1213.20	1214.36	8019	0	21
2018.08.02	15:00:00	1214.36	1218.32	1213.69	1217.88	8349	0	21
2018.08.02	16:00:00	1217.87	1217.89	1214.80	1215.21	6570	0	21
2018.08.02	17:00:00	1215.21	1215.92	1213.66	1214.43	4439	0	21
2018.08.02	18:00:00	1214.45	1214.55	1213.06	1213.90	2813	0	21
2018.08.02	19:00:00	1213.93	1214.87	1213.37	1213.44	4809	0	21
2018.08.02	20:00:00	1213.46	1213.56	1211.34	1211.87	5079	0	21
2018.08.02	21:00:00	1211.88	1212.00	1209.23	1209.29	4795	0	21
2018.08.02	22:00:00	1209.28	1209.96	1208.46	1209.18	4232	0	21
2018.08.02	23:00:00	1209.15	1209.15	1207.01	1207.63	2700	0	21
2018.08.03	01:00:00	1207.63	1209.52	1207.47	1209.27	1590	0	21
2018.08.03	02:00:00	1209.26	1209.71	1208.03	1208.36	2200	0	21
2018.08.03	03:00:00	1208.34	1209.44	1207.76	1209.38	3138	0	21
2018.08.03	04:00:00	1209.36	1210.33	1206.44	1207.35	5847	0	21
2018.08.03	05:00:00	1207.34	1208.18	1206.49	1208.04	4590	0	21
2018.08.03	06:00:00	1208.03	1208.24	1207.52	1207.72	2720	0	21
2018.08.03	07:00:00	1207.72	1207.82	1207.02	1207.24	2241	0	21
2018.08.03	08:00:00	1207.24	1208.18	1207.11	1207.76	2399	0	21
2018.08.03	09:00:00	1207.74	1207.78	1205.30	1205.92	5272	0	21
2018.08.03	10:00:00	1205.90	1207.25	1204.54	1204.54	5977	0	21
2018.08.03	11:00:00	1204.52	1207.77	1204.44	1207.42	5369	0	21
2018.08.03	12:00:00	1207.43	1207.98	1206.85	1207.42	3834	0	21
2018.08.03	13:00:00	1207.43	1208.84	1207.30	1208.82	3580	0	21
2018.08.03	14:00:00	1208.79	1212.81	1208.68	1211.70	9667	0	21
2018.08.03	15:00:00	1211.68	1216.02	1210.27	1214.33	12577	0	21
2018.08.03	16:00:00	1214.32	1217.15	1213.94	1215.95	11475	0	21
2018.08.03	17:00:00	1216.36	1219.97	1216.36	1218.80	9771	0	21
2018.08.03	18:00:00	1218.84	1219.58	1217.45	1217.66	7331	0	21
2018.08.03	19:00:00	1217.63	1218.20	1215.57	1215.78	5379	0	21
2018.08.03	20:00:00	1215.72	1216.09	1214.46	1214.65	4137	0	21
2018.08.03	21:00:00	1214.64	1215.16	1214.28	1214.69	3075	0	21
2018.08.03	22:00:00	1214.69	1214.69	1213.16	1213.55	3122	0	21
2018.08.03	23:00:00	1213.55	1213.92	1213.06	1213.41	1851	0	21
2018.08.06	01:00:00	1213.66	1214.30	1213.36	1213.72	1860	0	21
2018.08.06	02:00:00	1213.69	1215.10	1213.55	1214.84	2178	0	21
2018.08.06	03:00:00	1214.72	1215.30	1213.77	1215.25	3018	0	21
2018.08.06	04:00:00	1215.17	1217.84	1214.47	1217.16	5497	0	21
2018.08.06	05:00:00	1217.17	1217.78	1215.93	1216.06	4413	0	21
